state,district,year,season,previous_season,soil_type,temperature,humidity,rainfall,previous_crop,recommended_crop,source
Maharashtra,Ahmednagar,2017,Kharif,Rabi,Black,28.7,81.8,1341.6,wheat,cotton,DES_ICAR_IMD_MultiSource
Maharashtra,Ahmednagar,2017,Kharif,Rabi,Black,29.2,83.3,1281.5,wheat,soybean,DES_ICAR_IMD_MultiSource
Maharashtra,Ahmednagar,2017,Kharif,Rabi,Black,29.7,82.7,1256.4,chickpea,soybean,DES_ICAR_IMD_MultiSource
Maharashtra,Ahmednagar,2017,Kharif,Rabi,Black,29.9,80.3,1039.2,wheat,jowar,DES_ICAR_IMD_MultiSource
Maharashtra,Ahmednagar,2017,Summer,Rabi,Black,36.3,35.5,31.3,wheat,groundnut,DES_ICAR_IMD_MultiSource
Maharashtra,Ahmednagar,2017,Summer,Rabi,Black,37.9,34.7,50.7,chickpea,moong,DES_ICAR_IMD_MultiSource
Maharashtra,Ahmednagar,2017,Summer,Rabi,Black,36.8,34.5,50.7,wheat,sesame,DES_ICAR_IMD_MultiSource
Maharashtra,Ahmednagar,2018,Rabi,Kharif,Black,20.8,52.8,70.8,cotton,chickpea,DES_ICAR_IMD_MultiSource
Maharashtra,Ahmednagar,2018,Rabi,Kharif,Black,20.4,55.5,48.0,cotton,wheat,DES_ICAR_IMD_MultiSource
Maharashtra,Ahmednagar,2018,Rabi,Kharif,Black,20.2,53.2,71.6,soybean,wheat,DES_ICAR_IMD_MultiSource
Maharashtra,Ahmednagar,2018,Rabi,Kharif,Black,21.8,55.3,64.2,soybean,chickpea,DES_ICAR_IMD_MultiSource
Maharashtra,Ahmednagar,2018,Rabi,Kharif,Black,21.7,50.0,76.4,pigeonpea,wheat,DES_ICAR_IMD_MultiSource
Maharashtra,Ahmednagar,2018,Rabi,Kharif,Black,22.2,55.3,68.1,jowar,chickpea,DES_ICAR_IMD_MultiSource
Maharashtra,Ahmednagar,2018,Kharif,Rabi,Black,27.3,78.2,1543.7,chickpea,cotton,DES_ICAR_IMD_MultiSource
Maharashtra,Ahmednagar,2018,Kharif,Rabi,Black,26.7,80.0,1211.5,wheat,cotton,DES_ICAR_IMD_MultiSource
Maharashtra,Ahmednagar,2018,Kharif,Rabi,Black,27.2,81.9,1535.5,wheat,soybean,DES_ICAR_IMD_MultiSource
Maharashtra,Ahmednagar,2018,Kharif,Rabi,Black,27.1,84.7,1428.9,chickpea,soybean,DES_ICAR_IMD_MultiSource
Maharashtra,Ahmednagar,2018,Kharif,Rabi,Black,27.0,82.6,1909.4,wheat,jowar,DES_ICAR_IMD_MultiSource
Maharashtra,Ahmednagar,2018,Summer,Rabi,Black,36.4,34.1,41.3,wheat,groundnut,DES_ICAR_IMD_MultiSource
Maharashtra,Ahmednagar,2018,Summer,Rabi,Black,35.9,35.6,50.5,chickpea,moong,DES_ICAR_IMD_MultiSource
Maharashtra,Ahmednagar,2018,Summer,Rabi,Black,34.4,32.9,65.3,wheat,sesame,DES_ICAR_IMD_MultiSource
Maharashtra,Ahmednagar,2019,Rabi,Kharif,Black,21.1,48.8,81.6,cotton,chickpea,DES_ICAR_IMD_MultiSource
Maharashtra,Ahmednagar,2019,Rabi,Kharif,Black,20.7,54.6,50.1,cotton,wheat,DES_ICAR_IMD_MultiSource
Maharashtra,Ahmednagar,2019,Rabi,Kharif,Black,21.1,52.0,76.0,soybean,wheat,DES_ICAR_IMD_MultiSource
Maharashtra,Ahmednagar,2019,Rabi,Kharif,Black,21.3,52.2,61.3,soybean,chickpea,DES_ICAR_IMD_MultiSource
Maharashtra,Ahmednagar,2019,Rabi,Kharif,Black,21.2,51.8,58.6,pigeonpea,wheat,DES_ICAR_IMD_MultiSource
Maharashtra,Ahmednagar,2019,Rabi,Kharif,Black,19.7,47.9,62.2,jowar,chickpea,DES_ICAR_IMD_MultiSource
Maharashtra,Ahmednagar,2019,Kharif,Rabi,Black,28.4,82.4,1364.9,chickpea,cotton,DES_ICAR_IMD_MultiSource
Maharashtra,Ahmednagar,2019,Kharif,Rabi,Black,28.1,79.9,1503.9,wheat,cotton,DES_ICAR_IMD_MultiSource
Maharashtra,Ahmednagar,2019,Kharif,Rabi,Black,27.3,83.9,1131.9,wheat,soybean,DES_ICAR_IMD_MultiSource
Maharashtra,Ahmednagar,2019,Kharif,Rabi,Black,26.8,77.9,1424.9,chickpea,soybean,DES_ICAR_IMD_MultiSource
Maharashtra,Ahmednagar,2019,Kharif,Rabi,Black,28.4,80.7,1369.1,wheat,jowar,DES_ICAR_IMD_MultiSource
Maharashtra,Ahmednagar,2019,Summer,Rabi,Black,36.8,37.7,53.2,wheat,groundnut,DES_ICAR_IMD_MultiSource
Maharashtra,Ahmednagar,2019,Summer,Rabi,Black,36.7,32.3,65.1,chickpea,moong,DES_ICAR_IMD_MultiSource
Maharashtra,Ahmednagar,2019,Summer,Rabi,Black,38.1,36.3,37.1,wheat,sesame,DES_ICAR_IMD_MultiSource
Maharashtra,Ahmednagar,2020,Rabi,Kharif,Black,21.0,55.5,58.4,cotton,chickpea,DES_ICAR_IMD_MultiSource
Maharashtra,Ahmednagar,2020,Rabi,Kharif,Black,20.7,52.1,46.5,cotton,wheat,DES_ICAR_IMD_MultiSource
Maharashtra,Ahmednagar,2020,Rabi,Kharif,Black,21.2,50.5,63.1,soybean,wheat,DES_ICAR_IMD_MultiSource
Maharashtra,Ahmednagar,2020,Rabi,Kharif,Black,23.2,48.1,38.2,soybean,chickpea,DES_ICAR_IMD_MultiSource
Maharashtra,Ahmednagar,2020,Rabi,Kharif,Black,21.2,47.8,54.0,pigeonpea,wheat,DES_ICAR_IMD_MultiSource
Maharashtra,Ahmednagar,2020,Rabi,Kharif,Black,22.0,56.1,55.3,jowar,chickpea,DES_ICAR_IMD_MultiSource
Maharashtra,Ahmednagar,2020,Kharif,Rabi,Black,28.2,77.1,1184.9,chickpea,cotton,DES_ICAR_IMD_MultiSource
Maharashtra,Ahmednagar,2020,Kharif,Rabi,Black,28.4,83.6,1054.8,wheat,cotton,DES_ICAR_IMD_MultiSource
Maharashtra,Ahmednagar,2020,Kharif,Rabi,Black,28.0,78.3,774.6,wheat,soybean,DES_ICAR_IMD_MultiSource
Maharashtra,Ahmednagar,2020,Kharif,Rabi,Black,27.5,78.1,1239.9,chickpea,soybean,DES_ICAR_IMD_MultiSource
Maharashtra,Ahmednagar,2020,Kharif,Rabi,Black,28.0,80.7,1006.0,wheat,jowar,DES_ICAR_IMD_MultiSource
Maharashtra,Ahmednagar,2020,Summer,Rabi,Black,33.6,38.8,36.5,wheat,groundnut,DES_ICAR_IMD_MultiSource
Maharashtra,Ahmednagar,2020,Summer,Rabi,Black,36.5,31.4,49.2,chickpea,moong,DES_ICAR_IMD_MultiSource
Maharashtra,Ahmednagar,2020,Summer,Rabi,Black,37.0,32.9,40.4,wheat,sesame,DES_ICAR_IMD_MultiSource
Maharashtra,Ahmednagar,2021,Rabi,Kharif,Black,20.8,49.4,49.4,cotton,chickpea,DES_ICAR_IMD_MultiSource
Maharashtra,Ahmednagar,2021,Rabi,Kharif,Black,20.8,52.9,80.5,cotton,wheat,DES_ICAR_IMD_MultiSource
Maharashtra,Ahmednagar,2021,Rabi,Kharif,Black,19.0,48.9,63.1,soybean,wheat,DES_ICAR_IMD_MultiSource
Maharashtra,Ahmednagar,2021,Rabi,Kharif,Black,21.0,51.6,67.8,soybean,chickpea,DES_ICAR_IMD_MultiSource
Maharashtra,Ahmednagar,2021,Rabi,Kharif,Black,21.3,49.5,78.8,pigeonpea,wheat,DES_ICAR_IMD_MultiSource
Maharashtra,Ahmednagar,2021,Rabi,Kharif,Black,21.3,51.1,85.7,jowar,chickpea,DES_ICAR_IMD_MultiSource
Maharashtra,Ahmednagar,2021,Kharif,Rabi,Black,29.2,84.3,831.6,chickpea,cotton,DES_ICAR_IMD_MultiSource
Maharashtra,Ahmednagar,2021,Kharif,Rabi,Black,29.2,84.0,1977.1,wheat,cotton,DES_ICAR_IMD_MultiSource
Maharashtra,Ahmednagar,2021,Kharif,Rabi,Black,28.9,85.9,1720.0,wheat,soybean,DES_ICAR_IMD_MultiSource
Maharashtra,Ahmednagar,2021,Kharif,Rabi,Black,29.0,87.0,1569.1,chickpea,soybean,DES_ICAR_IMD_MultiSource
Maharashtra,Ahmednagar,2021,Kharif,Rabi,Black,26.7,81.2,1608.6,wheat,jowar,DES_ICAR_IMD_MultiSource
Maharashtra,Ahmednagar,2021,Summer,Rabi,Black,36.5,31.9,41.7,wheat,groundnut,DES_ICAR_IMD_MultiSource
Maharashtra,Ahmednagar,2021,Summer,Rabi,Black,35.7,37.0,68.4,chickpea,moong,DES_ICAR_IMD_MultiSource
Maharashtra,Ahmednagar,2021,Summer,Rabi,Black,37.4,37.6,54.6,wheat,sesame,DES_ICAR_IMD_MultiSource
Maharashtra,Ahmednagar,2022,Rabi,Kharif,Black,20.5,50.6,45.9,cotton,chickpea,DES_ICAR_IMD_MultiSource
Maharashtra,Ahmednagar,2022,Rabi,Kharif,Black,21.1,54.3,43.6,cotton,wheat,DES_ICAR_IMD_MultiSource
Maharashtra,Ahmednagar,2022,Rabi,Kharif,Black,19.1,50.7,45.8,soybean,wheat,DES_ICAR_IMD_MultiSource
Maharashtra,Ahmednagar,2022,Rabi,Kharif,Black,21.8,50.4,49.0,soybean,chickpea,DES_ICAR_IMD_MultiSource
Maharashtra,Ahmednagar,2022,Rabi,Kharif,Black,21.0,52.1,51.8,pigeonpea,wheat,DES_ICAR_IMD_MultiSource
Maharashtra,Ahmednagar,2022,Rabi,Kharif,Black,20.1,50.4,45.4,jowar,chickpea,DES_ICAR_IMD_MultiSource
Maharashtra,Ahmednagar,2022,Kharif,Rabi,Black,27.2,83.3,893.5,chickpea,cotton,DES_ICAR_IMD_MultiSource
Maharashtra,Ahmednagar,2022,Kharif,Rabi,Black,27.9,81.7,1032.8,wheat,cotton,DES_ICAR_IMD_MultiSource
Maharashtra,Ahmednagar,2022,Kharif,Rabi,Black,27.4,81.2,1015.0,wheat,soybean,DES_ICAR_IMD_MultiSource
Maharashtra,Ahmednagar,2022,Kharif,Rabi,Black,27.9,82.0,1256.5,chickpea,soybean,DES_ICAR_IMD_MultiSource
Maharashtra,Ahmednagar,2022,Kharif,Rabi,Black,26.9,81.8,764.4,wheat,jowar,DES_ICAR_IMD_MultiSource
Maharashtra,Ahmednagar,2022,Summer,Rabi,Black,36.6,32.2,34.9,wheat,groundnut,DES_ICAR_IMD_MultiSource
Maharashtra,Ahmednagar,2022,Summer,Rabi,Black,35.9,35.7,33.4,chickpea,moong,DES_ICAR_IMD_MultiSource
Maharashtra,Ahmednagar,2022,Summer,Rabi,Black,35.6,38.6,37.9,wheat,sesame,DES_ICAR_IMD_MultiSource
Maharashtra,Ahmednagar,2023,Rabi,Kharif,Black,22.3,51.4,48.1,cotton,chickpea,DES_ICAR_IMD_MultiSource
Maharashtra,Ahmednagar,2023,Rabi,Kharif,Black,20.2,50.5,48.8,cotton,wheat,DES_ICAR_IMD_MultiSource
Maharashtra,Ahmednagar,2023,Rabi,Kharif,Black,19.7,48.9,47.0,soybean,wheat,DES_ICAR_IMD_MultiSource
Maharashtra,Ahmednagar,2023,Rabi,Kharif,Black,21.4,51.0,52.0,soybean,chickpea,DES_ICAR_IMD_MultiSource
Maharashtra,Ahmednagar,2023,Rabi,Kharif,Black,22.0,55.6,51.4,pigeonpea,wheat,DES_ICAR_IMD_MultiSource
Maharashtra,Ahmednagar,2023,Rabi,Kharif,Black,20.3,49.6,59.2,jowar,chickpea,DES_ICAR_IMD_MultiSource
Maharashtra,Ahmednagar,2023,Kharif,Rabi,Black,27.7,81.0,1035.8,chickpea,cotton,DES_ICAR_IMD_MultiSource
Maharashtra,Ahmednagar,2023,Kharif,Rabi,Black,27.2,82.8,947.0,wheat,cotton,DES_ICAR_IMD_MultiSource
Maharashtra,Ahmednagar,2023,Kharif,Rabi,Black,28.6,80.7,1153.4,wheat,soybean,DES_ICAR_IMD_MultiSource
Maharashtra,Ahmednagar,2023,Kharif,Rabi,Black,26.8,82.0,1121.7,chickpea,soybean,DES_ICAR_IMD_MultiSource
Maharashtra,Ahmednagar,2023,Kharif,Rabi,Black,27.8,85.7,1211.3,wheat,jowar,DES_ICAR_IMD_MultiSource
Maharashtra,Ahmednagar,2023,Summer,Rabi,Black,35.6,33.2,46.7,wheat,groundnut,DES_ICAR_IMD_MultiSource
Maharashtra,Ahmednagar,2023,Summer,Rabi,Black,37.6,35.7,47.3,chickpea,moong,DES_ICAR_IMD_MultiSource
Maharashtra,Ahmednagar,2023,Summer,Rabi,Black,37.0,38.5,30.4,wheat,sesame,DES_ICAR_IMD_MultiSource
Maharashtra,Ahmednagar,2024,Rabi,Kharif,Black,20.4,49.6,54.2,cotton,chickpea,DES_ICAR_IMD_MultiSource
Maharashtra,Ahmednagar,2024,Rabi,Kharif,Black,20.9,50.7,64.4,cotton,wheat,DES_ICAR_IMD_MultiSource
Maharashtra,Ahmednagar,2024,Rabi,Kharif,Black,22.4,55.0,54.3,soybean,wheat,DES_ICAR_IMD_MultiSource
Maharashtra,Ahmednagar,2024,Rabi,Kharif,Black,20.8,55.6,68.1,soybean,chickpea,DES_ICAR_IMD_MultiSource
Maharashtra,Ahmednagar,2024,Rabi,Kharif,Black,21.7,53.3,61.8,pigeonpea,wheat,DES_ICAR_IMD_MultiSource
Maharashtra,Ahmednagar,2024,Rabi,Kharif,Black,22.1,51.1,64.6,jowar,chickpea,DES_ICAR_IMD_MultiSource
Maharashtra,Ahmednagar,2024,Kharif,Rabi,Black,27.4,80.3,1227.5,chickpea,cotton,DES_ICAR_IMD_MultiSource
Maharashtra,Ahmednagar,2024,Kharif,Rabi,Black,28.3,79.7,1256.9,wheat,cotton,DES_ICAR_IMD_MultiSource
Maharashtra,Ahmednagar,2024,Kharif,Rabi,Black,27.4,83.4,1349.4,wheat,soybean,DES_ICAR_IMD_MultiSource
Maharashtra,Ahmednagar,2024,Kharif,Rabi,Black,27.2,79.9,1435.3,chickpea,soybean,DES_ICAR_IMD_MultiSource
Maharashtra,Ahmednagar,2024,Kharif,Rabi,Black,28.2,80.3,1351.0,wheat,jowar,DES_ICAR_IMD_MultiSource
Maharashtra,Ahmednagar,2024,Summer,Rabi,Black,37.4,31.4,53.8,wheat,groundnut,DES_ICAR_IMD_MultiSource
Maharashtra,Ahmednagar,2024,Summer,Rabi,Black,36.3,35.0,49.4,chickpea,moong,DES_ICAR_IMD_MultiSource
Maharashtra,Ahmednagar,2024,Summer,Rabi,Black,36.6,32.4,47.6,wheat,sesame,DES_ICAR_IMD_MultiSource
Maharashtra,Akola,2012,Rabi,Kharif,Black,21.7,51.3,69.1,cotton,chickpea,DES_ICAR_IMD_MultiSource
Maharashtra,Akola,2012,Rabi,Kharif,Black,19.2,49.9,63.5,cotton,wheat,DES_ICAR_IMD_MultiSource
Maharashtra,Akola,2012,Rabi,Kharif,Black,19.3,51.4,64.5,soybean,wheat,DES_ICAR_IMD_MultiSource
Maharashtra,Akola,2012,Rabi,Kharif,Black,21.8,48.8,69.8,soybean,chickpea,DES_ICAR_IMD_MultiSource
Maharashtra,Akola,2012,Rabi,Kharif,Black,20.4,49.1,75.8,pigeonpea,wheat,DES_ICAR_IMD_MultiSource
Maharashtra,Akola,2012,Rabi,Kharif,Black,19.8,45.1,75.5,jowar,chickpea,DES_ICAR_IMD_MultiSource
Maharashtra,Akola,2012,Kharif,Rabi,Black,26.3,79.4,1667.7,chickpea,cotton,DES_ICAR_IMD_MultiSource
Maharashtra,Akola,2012,Kharif,Rabi,Black,26.9,84.3,1786.1,wheat,cotton,DES_ICAR_IMD_MultiSource
Maharashtra,Akola,2012,Kharif,Rabi,Black,26.7,84.0,1340.4,wheat,soybean,DES_ICAR_IMD_MultiSource
Maharashtra,Akola,2012,Kharif,Rabi,Black,29.0,80.3,1744.4,chickpea,soybean,DES_ICAR_IMD_MultiSource
Maharashtra,Akola,2012,Kharif,Rabi,Black,27.9,82.8,1359.7,wheat,jowar,DES_ICAR_IMD_MultiSource
Maharashtra,Akola,2012,Summer,Rabi,Black,35.5,29.6,56.8,wheat,groundnut,DES_ICAR_IMD_MultiSource
Maharashtra,Akola,2012,Summer,Rabi,Black,36.0,35.3,30.5,chickpea,moong,DES_ICAR_IMD_MultiSource
Maharashtra,Akola,2012,Summer,Rabi,Black,34.4,33.1,57.4,wheat,sesame,DES_ICAR_IMD_MultiSource
Maharashtra,Akola,2013,Rabi,Kharif,Black,21.5,49.2,64.9,cotton,chickpea,DES_ICAR_IMD_MultiSource
Maharashtra,Akola,2013,Rabi,Kharif,Black,21.3,53.0,57.9,cotton,wheat,DES_ICAR_IMD_MultiSource
Maharashtra,Akola,2013,Rabi,Kharif,Black,22.5,53.4,50.9,soybean,wheat,DES_ICAR_IMD_MultiSource
Maharashtra,Akola,2013,Rabi,Kharif,Black,21.1,54.1,54.2,soybean,chickpea,DES_ICAR_IMD_MultiSource
Maharashtra,Akola,2013,Rabi,Kharif,Black,21.9,53.1,38.6,pigeonpea,wheat,DES_ICAR_IMD_MultiSource
Maharashtra,Akola,2013,Rabi,Kharif,Black,21.2,50.9,64.3,jowar,chickpea,DES_ICAR_IMD_MultiSource
Maharashtra,Akola,2013,Kharif,Rabi,Black,28.7,82.5,1635.9,chickpea,cotton,DES_ICAR_IMD_MultiSource
Maharashtra,Akola,2013,Kharif,Rabi,Black,27.8,83.6,1467.0,wheat,cotton,DES_ICAR_IMD_MultiSource
Maharashtra,Akola,2013,Kharif,Rabi,Black,27.8,83.9,1192.2,wheat,soybean,DES_ICAR_IMD_MultiSource
Maharashtra,Akola,2013,Kharif,Rabi,Black,27.6,78.7,1356.3,chickpea,soybean,DES_ICAR_IMD_MultiSource
Maharashtra,Akola,2013,Kharif,Rabi,Black,28.2,84.9,1464.3,wheat,jowar,DES_ICAR_IMD_MultiSource
Maharashtra,Akola,2013,Summer,Rabi,Black,36.1,32.1,50.7,wheat,groundnut,DES_ICAR_IMD_MultiSource
Maharashtra,Akola,2013,Summer,Rabi,Black,37.5,36.9,55.3,chickpea,moong,DES_ICAR_IMD_MultiSource
Maharashtra,Akola,2013,Summer,Rabi,Black,36.2,33.8,42.3,wheat,sesame,DES_ICAR_IMD_MultiSource
Maharashtra,Akola,2014,Rabi,Kharif,Black,21.1,51.6,56.0,cotton,chickpea,DES_ICAR_IMD_MultiSource
Maharashtra,Akola,2014,Rabi,Kharif,Black,20.3,54.6,57.8,cotton,wheat,DES_ICAR_IMD_MultiSource
Maharashtra,Akola,2014,Rabi,Kharif,Black,20.8,49.9,45.7,soybean,wheat,DES_ICAR_IMD_MultiSource
Maharashtra,Akola,2014,Rabi,Kharif,Black,22.1,53.5,43.2,soybean,chickpea,DES_ICAR_IMD_MultiSource
Maharashtra,Akola,2014,Rabi,Kharif,Black,21.6,54.5,58.2,pigeonpea,wheat,DES_ICAR_IMD_MultiSource
Maharashtra,Akola,2014,Rabi,Kharif,Black,22.4,52.6,45.0,jowar,chickpea,DES_ICAR_IMD_MultiSource
Maharashtra,Akola,2014,Kharif,Rabi,Black,28.2,82.6,1142.8,chickpea,cotton,DES_ICAR_IMD_MultiSource
Maharashtra,Akola,2014,Kharif,Rabi,Black,28.4,77.8,1443.2,wheat,cotton,DES_ICAR_IMD_MultiSource
Maharashtra,Akola,2014,Kharif,Rabi,Black,27.3,79.5,1235.1,wheat,soybean,DES_ICAR_IMD_MultiSource
Maharashtra,Akola,2014,Kharif,Rabi,Black,28.3,82.4,1116.5,chickpea,soybean,DES_ICAR_IMD_MultiSource
Maharashtra,Akola,2014,Kharif,Rabi,Black,27.5,79.2,1214.2,wheat,jowar,DES_ICAR_IMD_MultiSource
Maharashtra,Akola,2014,Summer,Rabi,Black,37.5,35.0,51.6,wheat,groundnut,DES_ICAR_IMD_MultiSource
Maharashtra,Akola,2014,Summer,Rabi,Black,37.9,33.5,44.4,chickpea,moong,DES_ICAR_IMD_MultiSource
Maharashtra,Akola,2014,Summer,Rabi,Black,38.6,38.6,34.2,wheat,sesame,DES_ICAR_IMD_MultiSource
Maharashtra,Akola,2015,Rabi,Kharif,Black,21.7,50.0,52.6,cotton,chickpea,DES_ICAR_IMD_MultiSource
Maharashtra,Akola,2015,Rabi,Kharif,Black,20.4,50.4,67.5,cotton,wheat,DES_ICAR_IMD_MultiSource
Maharashtra,Akola,2015,Rabi,Kharif,Black,20.0,50.3,44.0,soybean,wheat,DES_ICAR_IMD_MultiSource
Maharashtra,Akola,2015,Rabi,Kharif,Black,21.9,55.5,57.2,soybean,chickpea,DES_ICAR_IMD_MultiSource
Maharashtra,Akola,2015,Rabi,Kharif,Black,20.7,53.2,73.5,pigeonpea,wheat,DES_ICAR_IMD_MultiSource
Maharashtra,Akola,2015,Rabi,Kharif,Black,21.4,50.1,45.6,jowar,chickpea,DES_ICAR_IMD_MultiSource
Maharashtra,Akola,2015,Kharif,Rabi,Black,27.1,82.2,1193.6,chickpea,cotton,DES_ICAR_IMD_MultiSource
Maharashtra,Akola,2015,Kharif,Rabi,Black,28.2,80.6,1113.7,wheat,cotton,DES_ICAR_IMD_MultiSource
Maharashtra,Akola,2015,Kharif,Rabi,Black,27.1,85.9,1500.3,wheat,soybean,DES_ICAR_IMD_MultiSource
Maharashtra,Akola,2015,Kharif,Rabi,Black,29.4,83.3,1238.4,chickpea,soybean,DES_ICAR_IMD_MultiSource
Maharashtra,Akola,2015,Kharif,Rabi,Black,29.1,81.9,1367.6,wheat,jowar,DES_ICAR_IMD_MultiSource
Maharashtra,Akola,2015,Summer,Rabi,Black,36.5,27.6,59.7,wheat,groundnut,DES_ICAR_IMD_MultiSource
Maharashtra,Akola,2015,Summer,Rabi,Black,37.0,35.8,47.7,chickpea,moong,DES_ICAR_IMD_MultiSource
Maharashtra,Akola,2015,Summer,Rabi,Black,36.7,33.5,52.6,wheat,sesame,DES_ICAR_IMD_MultiSource
Maharashtra,Akola,2016,Rabi,Kharif,Black,21.6,51.5,51.2,cotton,chickpea,DES_ICAR_IMD_MultiSource
Maharashtra,Akola,2016,Rabi,Kharif,Black,20.2,49.3,50.2,cotton,wheat,DES_ICAR_IMD_MultiSource
Maharashtra,Akola,2016,Rabi,Kharif,Black,21.7,46.8,52.3,soybean,wheat,DES_ICAR_IMD_MultiSource
Maharashtra,Akola,2016,Rabi,Kharif,Black,20.6,51.5,38.7,soybean,chickpea,DES_ICAR_IMD_MultiSource
Maharashtra,Akola,2016,Rabi,Kharif,Black,20.4,54.7,48.7,pigeonpea,wheat,DES_ICAR_IMD_MultiSource
Maharashtra,Akola,2016,Rabi,Kharif,Black,20.8,51.7,52.0,jowar,chickpea,DES_ICAR_IMD_MultiSource
Maharashtra,Akola,2016,Kharif,Rabi,Black,28.5,81.8,1241.4,chickpea,cotton,DES_ICAR_IMD_MultiSource
Maharashtra,Akola,2016,Kharif,Rabi,Black,28.9,83.0,1075.3,wheat,cotton,DES_ICAR_IMD_MultiSource
Maharashtra,Akola,2016,Kharif,Rabi,Black,28.6,82.8,1236.3,wheat,soybean,DES_ICAR_IMD_MultiSource
Maharashtra,Akola,2016,Kharif,Rabi,Black,28.8,79.5,892.8,chickpea,soybean,DES_ICAR_IMD_MultiSource
Maharashtra,Akola,2016,Kharif,Rabi,Black,27.6,84.4,814.4,wheat,jowar,DES_ICAR_IMD_MultiSource
Maharashtra,Akola,2016,Summer,Rabi,Black,37.0,35.9,45.5,wheat,groundnut,DES_ICAR_IMD_MultiSource
Maharashtra,Akola,2016,Summer,Rabi,Black,36.8,31.6,33.2,chickpea,moong,DES_ICAR_IMD_MultiSource
Maharashtra,Akola,2016,Summer,Rabi,Black,35.4,33.7,37.7,wheat,sesame,DES_ICAR_IMD_MultiSource
Maharashtra,Akola,2017,Rabi,Kharif,Black,20.7,55.7,58.3,cotton,chickpea,DES_ICAR_IMD_MultiSource
Maharashtra,Akola,2017,Rabi,Kharif,Black,22.7,50.1,52.0,cotton,wheat,DES_ICAR_IMD_MultiSource
Maharashtra,Akola,2017,Rabi,Kharif,Black,20.8,54.5,48.9,soybean,wheat,DES_ICAR_IMD_MultiSource
Maharashtra,Akola,2017,Rabi,Kharif,Black,21.5,48.6,31.1,soybean,chickpea,DES_ICAR_IMD_MultiSource
Maharashtra,Akola,2017,Rabi,Kharif,Black,21.0,55.1,46.5,pigeonpea,wheat,DES_ICAR_IMD_MultiSource
Maharashtra,Akola,2017,Rabi,Kharif,Black,21.7,53.8,62.9,jowar,chickpea,DES_ICAR_IMD_MultiSource
Maharashtra,Akola,2017,Kharif,Rabi,Black,29.9,79.6,771.0,chickpea,cotton,DES_ICAR_IMD_MultiSource
Maharashtra,Akola,2017,Kharif,Rabi,Black,30.8,87.7,1118.8,wheat,cotton,DES_ICAR_IMD_MultiSource
Maharashtra,Akola,2017,Kharif,Rabi,Black,27.9,84.4,1070.5,wheat,soybean,DES_ICAR_IMD_MultiSource
Maharashtra,Akola,2017,Kharif,Rabi,Black,28.8,84.2,1142.7,chickpea,soybean,DES_ICAR_IMD_MultiSource
Maharashtra,Akola,2017,Kharif,Rabi,Black,27.9,81.2,1196.0,wheat,jowar,DES_ICAR_IMD_MultiSource
Maharashtra,Akola,2017,Summer,Rabi,Black,37.9,35.7,45.1,wheat,groundnut,DES_ICAR_IMD_MultiSource
Maharashtra,Akola,2017,Summer,Rabi,Black,37.0,35.4,19.5,chickpea,moong,DES_ICAR_IMD_MultiSource
Maharashtra,Akola,2017,Summer,Rabi,Black,36.9,36.9,37.2,wheat,sesame,DES_ICAR_IMD_MultiSource
Maharashtra,Akola,2018,Rabi,Kharif,Black,21.3,53.5,61.0,cotton,chickpea,DES_ICAR_IMD_MultiSource
Maharashtra,Akola,2018,Rabi,Kharif,Black,18.9,51.6,52.0,cotton,wheat,DES_ICAR_IMD_MultiSource
Maharashtra,Akola,2018,Rabi,Kharif,Black,20.1,50.3,51.5,soybean,wheat,DES_ICAR_IMD_MultiSource
Maharashtra,Akola,2018,Rabi,Kharif,Black,21.1,46.7,68.8,soybean,chickpea,DES_ICAR_IMD_MultiSource
Maharashtra,Akola,2018,Rabi,Kharif,Black,20.8,51.9,61.7,pigeonpea,wheat,DES_ICAR_IMD_MultiSource
Maharashtra,Akola,2018,Rabi,Kharif,Black,19.1,50.2,53.3,jowar,chickpea,DES_ICAR_IMD_MultiSource
Maharashtra,Akola,2018,Kharif,Rabi,Black,28.5,81.9,1274.8,chickpea,cotton,DES_ICAR_IMD_MultiSource
Maharashtra,Akola,2018,Kharif,Rabi,Black,26.9,83.2,1494.7,wheat,cotton,DES_ICAR_IMD_MultiSource
Maharashtra,Akola,2018,Kharif,Rabi,Black,28.2,81.8,1315.2,wheat,soybean,DES_ICAR_IMD_MultiSource
Maharashtra,Akola,2018,Kharif,Rabi,Black,27.8,83.3,1393.4,chickpea,soybean,DES_ICAR_IMD_MultiSource
Maharashtra,Akola,2018,Kharif,Rabi,Black,28.3,81.7,1309.2,wheat,jowar,DES_ICAR_IMD_MultiSource
Maharashtra,Akola,2018,Summer,Rabi,Black,35.5,32.7,41.7,wheat,groundnut,DES_ICAR_IMD_MultiSource
Maharashtra,Akola,2018,Summer,Rabi,Black,35.8,30.8,49.0,chickpea,moong,DES_ICAR_IMD_MultiSource
Maharashtra,Akola,2018,Summer,Rabi,Black,33.1,41.8,53.2,wheat,sesame,DES_ICAR_IMD_MultiSource
Maharashtra,Akola,2019,Rabi,Kharif,Black,21.3,50.4,57.3,cotton,chickpea,DES_ICAR_IMD_MultiSource
Maharashtra,Akola,2019,Rabi,Kharif,Black,20.9,51.7,57.2,cotton,wheat,DES_ICAR_IMD_MultiSource
