path,filename,ground_truth_group,source_category,description,entropy,pixel_std,stage1_passed,stage1_status,e11_top1_class,e11_top1_conf,e11_top1_margin,stage3_passed,stage3_status,existing_gate_accepted,e11_latency_ms,yolo_max_conf,yolo_detections_conf010,yolo_detections_conf025,yolo_detections_conf035,yolo_detections_conf050,yolo_accepted_conf025,yolo_accepted_conf035,yolo_accepted_conf050,yolo_latency_ms,yolo_boxes_json
C:\VScode\AgriSmart-AI-integration\experiments\e11_phase2_ood\artifacts_suite\document_invoice_2.png,document_invoice_2.png,NOT_LEAF,Document_Text,Rendered Document Invoice 2,0.197,39.546,False,REJECTED_LOW_INFO,Corn Healthy,0.589,0.3274,True,PASSED,False,11.84,0.0,0,0,0,0,False,False,False,13.74,[]
C:\VScode\AgriSmart-AI-integration\experiments\e11_phase2_ood\artifacts_suite\document_invoice_3.png,document_invoice_3.png,NOT_LEAF,Document_Text,Rendered Document Invoice 3,0.197,39.546,False,REJECTED_LOW_INFO,Corn Healthy,0.6343,0.4273,True,PASSED,False,12.06,0.0,0,0,0,0,False,False,False,16.84,[]
C:\Users\Aditya\Downloads\trading_er_diagram.png,trading_er_diagram.png,NOT_LEAF,Document_Text,Trading System Database Schema Diagram,0.57,20.052,False,REJECTED_LOW_INFO,Potato Early Blight,0.1558,0.0072,False,REJECTED_UNCERTAIN,False,240.39,0.8723,76,43,30,20,True,True,True,335.06,"[{""conf"": 0.8723, ""xyxy"": [1978.5, 1380.1, 3361.3, 2674.6]}, {""conf"": 0.8588, ""xyxy"": [3471.8, 2041.5, 4600.9, 2944.1]}, {""conf"": 0.8069, ""xyxy"": [1608.8, 2908.4, 3741.7, 4415.0]}, {""conf"": 0.7979, ""xyxy"": [340.1, 664.8, 1721.1, 1449.7]}, {""conf"": 0.7274, ""xyxy"": [4703.7, 2368.9, 5217.1, 3029.4]}]"
C:\VScode\AgriSmart-AI-integration\.venv\Lib\site-packages\matplotlib\mpl-data\sample_data\Minduka_Present_Blue_Pack.png,Minduka_Present_Blue_Pack.png,NOT_LEAF,Object,Minduka Present Blue Pack gift box object,5.094,83.547,True,PASSED,Corn Healthy,0.3529,0.0141,False,REJECTED_UNCERTAIN,False,21.45,0.54,4,3,1,1,True,True,True,21.74,"[{""conf"": 0.54, ""xyxy"": [73.4, 87.1, 127.9, 128.0]}, {""conf"": 0.3072, ""xyxy"": [59.0, 19.7, 78.4, 28.6]}, {""conf"": 0.2853, ""xyxy"": [0.0, 103.7, 57.5, 128.0]}, {""conf"": 0.2166, ""xyxy"": [58.3, 19.7, 78.4, 33.1]}]"
C:\Users\Aditya\Downloads\formula 1.jpg,formula 1.jpg,NOT_LEAF,Object_Vehicle,Formula 1 Racing Vehicle photograph,6.918,85.29,True,PASSED,Apple Scab,0.2066,0.0308,False,REJECTED_UNCERTAIN,False,17.37,0.0,0,0,0,0,False,False,False,63.47,[]
C:\Users\Aditya\Downloads\Red Bull Racing.jpg,Red Bull Racing.jpg,NOT_LEAF,Object_Vehicle,Red Bull Racing Formula 1 Car photograph,6.739,74.682,True,PASSED,Tomato Yellow Leaf Curl Virus,0.3994,0.2316,False,REJECTED_UNCERTAIN,False,32.94,0.3284,2,1,0,0,True,False,False,65.15,"[{""conf"": 0.3284, ""xyxy"": [239.0, 674.9, 275.0, 757.5]}, {""conf"": 0.1225, ""xyxy"": [245.1, 1228.3, 424.9, 1412.8]}]"
C:\VScode\AgriSmart-AI-integration\.venv\Lib\site-packages\matplotlib\mpl-data\sample_data\grace_hopper.jpg,grace_hopper.jpg,NOT_LEAF,Person,Grace Hopper portrait photograph,7.088,68.906,True,PASSED,Potato Healthy,0.2982,0.1076,False,REJECTED_UNCERTAIN,False,16.9,0.4832,1,1,1,0,True,True,False,22.2,"[{""conf"": 0.4832, ""xyxy"": [228.9, 447.1, 287.9, 525.8]}]"
C:\Users\Aditya\Downloads\Star boy.jpg,Star boy.jpg,NOT_LEAF,Person,Human portrait photograph,5.524,43.886,True,PASSED,Tomato Yellow Leaf Curl Virus,0.4575,0.2472,False,REJECTED_UNCERTAIN,False,20.89,0.0,0,0,0,0,False,False,False,16.46,[]
C:\VScode\GlobeTrotter_Hackathon\.agents\skills\ponytail\assets\retriever-icon.png,retriever-icon.png,NOT_LEAF,Animal_Graphic,Golden retriever animal illustration,2.085,104.998,True,PASSED,Tomato Yellow Leaf Curl Virus,0.2242,0.0342,False,REJECTED_UNCERTAIN,False,13.34,0.691,5,4,4,2,True,True,True,15.11,"[{""conf"": 0.691, ""xyxy"": [119.0, 132.5, 225.8, 199.4]}, {""conf"": 0.6837, ""xyxy"": [126.1, 68.5, 210.5, 137.6]}, {""conf"": 0.486, ""xyxy"": [35.3, 61.9, 97.3, 146.2]}, {""conf"": 0.3894, ""xyxy"": [30.0, 116.6, 83.0, 199.9]}, {""conf"": 0.225, ""xyxy"": [30.5, 116.7, 105.3, 199.7]}]"
C:\VScode\AgriSmart-AI-integration\.venv\Lib\site-packages\sklearn\datasets\images\china.jpg,china.jpg,NOT_LEAF,Architecture,China Temple Architecture photograph,7.761,82.738,True,PASSED,Apple Cedar Rust,0.3067,0.0656,False,REJECTED_UNCERTAIN,False,15.84,0.8195,3,2,2,1,True,True,True,15.37,"[{""conf"": 0.8195, ""xyxy"": [7.3, 273.6, 81.0, 325.5]}, {""conf"": 0.4806, ""xyxy"": [0.4, 0.2, 123.5, 207.0]}, {""conf"": 0.2007, ""xyxy"": [182.0, 1.4, 357.8, 114.8]}]"
C:\Windows\Web\Wallpaper\ThemeA\img20.jpg,img20.jpg,NOT_LEAF,Landscape,Natural desert landscape wallpaper,6.236,36.187,True,PASSED,Corn Healthy,0.3471,0.0848,False,REJECTED_UNCERTAIN,False,83.29,0.0,0,0,0,0,False,False,False,84.58,[]
C:\Windows\Web\Wallpaper\ThemeB\img24.jpg,img24.jpg,NOT_LEAF,Landscape,Natural landscape wallpaper,5.855,61.036,True,PASSED,Apple Cedar Rust,0.5597,0.3876,True,PASSED,True,83.67,0.9561,10,6,5,4,True,True,True,58.38,"[{""conf"": 0.9561, ""xyxy"": [1649.8, 245.4, 2089.4, 1108.2]}, {""conf"": 0.7649, ""xyxy"": [1747.4, 810.1, 2201.7, 1365.6]}, {""conf"": 0.7031, ""xyxy"": [582.0, 590.7, 1628.5, 2011.2]}, {""conf"": 0.5649, ""xyxy"": [1884.8, 812.9, 2205.4, 1199.6]}, {""conf"": 0.4547, ""xyxy"": [1537.4, 1140.4, 1996.7, 1611.3]}]"
C:\VScode\AgriSmart-AI-main\data\plantdoc\external_test\Tomato___Early_blight\train_tomato-blight-soil-treatment-early-tomato-blight-i_762de245.jpg,train_tomato-blight-soil-treatment-early-tomato-blight-i_762de245.jpg,NOT_LEAF,Soil,Field soil bed with treatment,7.063,38.744,True,PASSED,Tomato Yellow Leaf Curl Virus,0.972,0.9608,True,PASSED,True,35.29,0.8839,11,6,5,3,True,True,True,29.19,"[{""conf"": 0.8839, ""xyxy"": [385.1, 58.6, 540.2, 216.9]}, {""conf"": 0.8623, ""xyxy"": [305.0, 277.9, 427.2, 555.4]}, {""conf"": 0.7817, ""xyxy"": [590.6, 335.4, 871.9, 547.4]}, {""conf"": 0.4949, ""xyxy"": [587.4, 332.0, 1025.9, 545.3]}, {""conf"": 0.451, ""xyxy"": [304.8, 241.3, 512.2, 557.9]}]"
C:\VScode\AgriSmart-AI-integration\experiments\e11_phase2_ood\artifacts_suite\pure_white.png,pure_white.png,DEGENERATE,Degenerate_Synthetic,"Pure White [255, 255, 255]",-0.0,0.0,False,REJECTED_LOW_INFO,Corn Healthy,0.8172,0.7051,True,PASSED,False,16.95,0.0,0,0,0,0,False,False,False,17.93,[]
C:\VScode\AgriSmart-AI-integration\experiments\e11_phase2_ood\artifacts_suite\pure_black.png,pure_black.png,DEGENERATE,Degenerate_Synthetic,"Pure Black [0, 0, 0]",-0.0,0.0,False,REJECTED_LOW_INFO,Corn Healthy,0.6676,0.4045,True,PASSED,False,12.71,0.0,0,0,0,0,False,False,False,14.68,[]
C:\VScode\AgriSmart-AI-integration\experiments\e11_phase2_ood\artifacts_suite\solid_green.png,solid_green.png,DEGENERATE,Degenerate_Synthetic,"Solid Green [0, 128, 0]",-0.0,0.0,False,REJECTED_LOW_INFO,Corn Healthy,0.8068,0.7212,True,PASSED,False,12.89,0.0,0,0,0,0,False,False,False,15.39,[]
C:\VScode\AgriSmart-AI-integration\experiments\e11_phase2_ood\artifacts_suite\solid_brown.png,solid_brown.png,DEGENERATE,Degenerate_Synthetic,"Solid Brown [139, 69, 19]",-0.0,0.0,False,REJECTED_LOW_INFO,Tomato Healthy,0.4263,0.0575,False,REJECTED_UNCERTAIN,False,13.42,0.0,0,0,0,0,False,False,False,15.26,[]
C:\VScode\AgriSmart-AI-integration\experiments\e11_phase2_ood\artifacts_suite\gaussian_noise_0.png,gaussian_noise_0.png,DEGENERATE,Degenerate_Synthetic,"Gaussian Noise mean=128, std=40",6.786,26.779,True,PASSED,Tomato Healthy,0.6345,0.5216,True,PASSED,True,12.99,0.0,0,0,0,0,False,False,False,13.86,[]
C:\VScode\AgriSmart-AI-integration\experiments\e11_phase2_ood\artifacts_suite\uniform_noise_0.png,uniform_noise_0.png,DEGENERATE,Degenerate_Synthetic,"Uniform Random Noise [0, 255]",7.629,49.408,True,PASSED,Tomato Healthy,0.3217,0.0583,False,REJECTED_UNCERTAIN,False,13.38,0.0,0,0,0,0,False,False,False,14.22,[]
